IdProxCurso;NomCurso;FechaInicio;FechaFin;HoraInicio;HoraFin;TituloComercial;Observaciones;CodCurso;Visible;Formulario;Duracion;CursoInem;IdCurso;Sala;Cliente;ObvVisible;Docente;InscripcionActiva;TipFormId;Online;IdCatProximosCursos
965;Windows Server 2012 (Gr.1);17-dic-13;19-dic-13;08:00;11:00;;;;FALSO;;9;VERDADERO;849;Consorcio Aguas;Consorcio Aguas;;Pendiente;FALSO;;FALSO;0
966;Windows Server 2012 (Gr.2);17-dic-13;19-dic-13;11:00;14:00;;;;FALSO;;9;VERDADERO;850;Consorcio Aguas;Consorcio Aguas;;Pendiente;FALSO;;FALSO;0
967;NominaPlus;03-mar-14;19-mar-14;15:10;18:30;NominaPlus 2012;;ERCI35;FALSO;Particular;20;VERDADERO;851;Ipartek;ERKIDE;;Pendiente;FALSO;20;FALSO;29
968;ContaPlus;11-feb-14;27-feb-14;15:10;18:30;ContaPlus 2012;;ERCI34;FALSO;Particular;20;VERDADERO;852;Ipartek;ERKIDE;;Pendiente;FALSO;20;FALSO;29
969;Google Drive. Documentos en la Nube;10-feb-14;26-feb-14;15:10;18:30;Google Drive. Documentos en la Nube;;ERCI19_P;FALSO;Particular;20;VERDADERO;853;Ipartek;ERKIDE;;Pendiente;FALSO;20;FALSO;25
970;Microsoft Excel 2010 - Nivel medio;04-mar-14;20-mar-14;15:10;18:30;Microsoft Excel 2010 - Nivel medio;;ERIU-311;FALSO;Particular;20;VERDADERO;854;Ipartek;ERKIDE;;Pendiente;FALSO;20;FALSO;25
971;Microsoft Excel 2010 - Avanzado;24-mar-14;09-abr-14;15:10;18:30;Microsoft Excel 2010 - Avanzado;;ERIU-312;FALSO;Particular;20;VERDADERO;855;Ipartek;ERKIDE;;Pendiente;FALSO;20;FALSO;25
972;Presentaciones eficaces con PREZI;25-mar-14;03-abr-14;15:30;18:30;Presentaciones eficaces con PREZI;;ERCI18P;FALSO;Particular;12;VERDADERO;856;Ipartek;ERKIDE;;Pendiente;FALSO;20;FALSO;25
973;Planificación y Gestión de  Proyectos. Project 10;28-abr-14;12-may-14;15:30;18:30;Planificación y Gestión de Proyectos. Project 10;;ERIU-706;FALSO;Particular;15;VERDADERO;857;Ipartek;ERKIDE;;Pendiente;FALSO;20;FALSO;47
974;Marketing en Redes Sociales;06-may-14;22-may-14;15:10;18:30;Marketing con Redes Sociales;;ERIU-609;FALSO;Particular;20;VERDADERO;858;Ipartek;ERKIDE;;Pendiente;FALSO;20;FALSO;38
975;Publicidad en Internet. Soluciones Google;14-may-14;16-may-14;08:30;13:30;Publicidad en Internet. Soluciones Google;;ERKIU612;FALSO;Particular;10;VERDADERO;859;Ipartek;ERKIDE;;Pendiente;FALSO;20;FALSO;38
976;Gestión de Bases de Datos para no expertos;19-may-14;04-jun-14;15:10;18:30;Gestión de Bases de Datos para no expertos;;ERIU-512;FALSO;Particular;20;VERDADERO;860;Ipartek;ERKIDE;;Pendiente;FALSO;20;FALSO;25
977;23384 - Excel 2010 Avanzado (Online);07-abr-14;30-may-14;;;Microsoft Excel 2010 Avanzado - Online;;23384;FALSO;Particular;20;VERDADERO;861;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;25
978;23312 - Excel 2010 Experto (Online);07-abr-14;06-jun-14;;;Microsoft Excel 2010 Experto - Online;;23312;FALSO;Particular;25;VERDADERO;862;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;25
979;23098-Microsoft Access 2010 - Online;03-mar-14;25-abr-14;;;Microsoft Access 2010 - Online;;23098;FALSO;Particular;20;VERDADERO;863;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;25
980;23062-Microsoft Access 2010 Avanzado - Online;28-abr-14;06-jun-14;;;Microsoft Access 2010 Avanzado - Online;;23062;FALSO;Particular;20;VERDADERO;864;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;25
981;25023-Microsoft Project 2010 – Online;28-abr-14;06-jun-14;;;Microsoft Project 2010 – Online;;25023;FALSO;Particular;30;VERDADERO;865;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;47
982;505-JAVA SE - Online;01-abr-14;30-may-14;;;JAVA SE - Online;;ER505;FALSO;Particular;40;VERDADERO;866;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;28
983;Productividad con Outlook (Gr1);16-dic-13;16-dic-13;;;;;;FALSO;;3;VERDADERO;867;Consorcio Aguas;Consorcio Aguas;;Yolanda;FALSO;;FALSO;0
984;Productividad con Outlook (Gr 2);16-dic-13;16-dic-13;;;;;;FALSO;;3;VERDADERO;868;Consorcio Aguas;Consorcio Aguas;;Yolanda;FALSO;;FALSO;0
985;01/2013 POO -  Practicas POO;;;;;;;;FALSO;;0;VERDADERO;869;INEM;INEM;;;FALSO;;FALSO;0
986;01/2013 POO -  Practicas POO;20-ene-14;28-feb-14;08:30;13:30;;;;FALSO;;150;VERDADERO;870;INEM;INEM;;Pendiente;FALSO;;FALSO;0
987;01/2013 PBD -  Practicas PBDR;07-ene-14;17-feb-14;08:30;13:30;;;;FALSO;;150;VERDADERO;871;INEM;INEM;;Pendiente;FALSO;;FALSO;0
988;PREZI - Grupo 2;04-feb-14;19-feb-14;;;;"8 alumnos
Vinculado a plan de Hobetuz.
Necesario realizar gestión documental exigida por Hobetuz.
1. Alta en aplicativo
2. Hojas de firmas
3. Encuestas
4. Cierre de Acción formativa
5. Memoria y justificación";;FALSO;;8;VERDADERO;872;Angeles Custodios;Angeles Custodios;;Yolanda;FALSO;;FALSO;0
989;PREZI - Grupo 1;24-ene-14;07-feb-14;;;;"15 alumnos
Vinculado a plan de Hobetuz.
Necesario realizar gestión documental exigida por Hobetuz.
1. Alta en aplicativo
2. Hojas de firmas
3. Encuestas
4. Cierre de Acción formativa
5. Memoria y justificación";;FALSO;;8;VERDADERO;873;Angeles Custodios;Angeles Custodios;;Yolanda;FALSO;;FALSO;0
990;Pizarras Digitales - Grupo 1;29-ene-14;19-feb-14;;;;"12 alumnos
Vinculado a plan de Hobetuz.
Necesario realizar gestión documental exigida por Hobetuz.
1. Alta en aplicativo
2. Hojas de firmas
3. Encuestas
4. Cierre de Acción formativa
5. Memoria y justificación";;FALSO;;5;VERDADERO;874;Angeles Custodios;Angeles Custodios;;Ander;FALSO;;FALSO;0
991;Actualización Visual 6.0 a .NET;20-ene-14;07-feb-14;09:00;12:20;;;;FALSO;;50;VERDADERO;875;Cafés la Fortaleza;Cafés la Fortaleza;;Beto - Micros;FALSO;;FALSO;0
992;Adobe Photoshop CS 6 Básico - Online;03-mar-14;30-abr-14;;;Adobe Photoshop CS 6 Básico - Online;;ER28375;FALSO;Particular;0;VERDADERO;876;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;24
993;Adobe Photoshop CS 6 Básico - Online;05-may-14;30-jun-14;;;Adobe Photoshop CS 6 Básico - Online;;ER28375;FALSO;Particular;25;VERDADERO;877;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;24
994;Adobe Photoshop CS 6 Avanzado - Online;01-abr-14;30-may-14;;;Adobe Photoshop CS 6 Avanzado - Online;;ER28389;FALSO;Particular;25;VERDADERO;878;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;24
995;Adobe Photoshop CS 6 Avanzado - Online;02-jun-14;30-jul-14;;;Adobe Photoshop CS 6 Avanzado - Online;;ER28389;FALSO;Particular;36;VERDADERO;879;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;24
996;Microsoft SQL Server 2005 - Online;03-mar-14;30-abr-14;;;Microsoft SQL Server 2005 - Online;;ER523;FALSO;Particular;45;VERDADERO;880;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;28
997;Linux Básico - Online;03-mar-14;30-abr-14;;;Linux Básico - Online;;ER328;FALSO;Particular;30;VERDADERO;881;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;31
998;Linux Avanzado - Online;05-may-14;30-may-14;;;Linux Avanzado - Online;;ER331;FALSO;Particular;10;VERDADERO;882;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;31
999;Diseño web avanzado con HTML5 y CSS3 – Online;01-abr-14;30-may-14;;;Diseño web avanzado con HTML5 y CSS3 – Online;;ER24290;FALSO;Particular;40;VERDADERO;883;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;28
1000;Comercio electrónico. Aplicación práctica (Online);01-abr-14;30-jun-14;;;Comercio electrónico. Aplicación práctica (Online);;ERKI07;FALSO;Particular;60;VERDADERO;884;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;38
1001;Seguridad en el comercio electrónico (Online);01-abr-14;30-jun-14;;;Seguridad en el comercio electrónico (Online);;ERK118;FALSO;Particular;15;VERDADERO;885;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;27
1002;Experto en publicidad y posicion. en Internet;01-abr-14;30-jun-14;;;Experto en publicidad y posicion. en Internet;;EREI02;FALSO;Particular;45;VERDADERO;886;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;38
1003;Community Manager (Online);01-abr-14;30-jun-14;;;Community Manager (Online);;ERK027;FALSO;Particular;30;VERDADERO;887;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;38
1004;Internet cómo canal de comercializ. y de relación;05-may-14;30-jul-14;;;Internet cómo canal de comercialización y de relación con los clientes;;ERK053;FALSO;Particular;15;VERDADERO;888;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;38
1005;Seguridad y protección de redes informát. (Online);05-may-14;30-jul-14;;;Seguridad y protección de redes informát. (Online);;ERK105;FALSO;Particular;5;VERDADERO;889;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;27
1006;Estrategias efectivas de e-mail marketing (Online);05-may-14;30-jul-14;;;Estrategias efectivas de e-mail marketing (Online);;ERK110;FALSO;Particular;15;VERDADERO;890;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;38
1007;Publicidad en Internet (Online);05-may-14;30-jul-14;;;Publicidad en Internet (Online);;ERK114;FALSO;Particular;15;VERDADERO;891;Campus Virtual;ERKIDE;;;FALSO;20;VERDADERO;38
1008;Microsoft Excel 2010 Avanzado (Erkide 2014);;;;;Microsoft Excel 2010 Avanzado (Erkide 2014);;23384;FALSO;Empresa;20;FALSO;0;;;;;FALSO;;FALSO;0
1009;Microsoft Excel 2010 Experto (Erkide 2014);;;;;Microsoft Excel 2010 Experto (Erkide 2014);;ER23312;FALSO;Empresa;25;FALSO;0;;;;;FALSO;;FALSO;0
1010;Microsoft Excel 2010 Experto (Erkide 2014);;;;;Microsoft Excel 2010 Experto (Erkide 2014);;ER23312;FALSO;Empresa;25;FALSO;0;;;;;FALSO;;FALSO;0
1011;Microsoft Access 2010 Avanzado (Erkide 2014);;;;;Microsoft Access 2010 Avanzado (Erkide 2014);;23062;FALSO;Empresa;20;FALSO;0;;;;;FALSO;;FALSO;0
1012;Microsoft Access 2010 Avanzado (Erkide 2014);;;;;Microsoft Access 2010 Avanzado (Erkide 2014);;23062;FALSO;Empresa;20;FALSO;0;;;;;FALSO;;FALSO;0
1013;Microsoft Project 2010 (Erkide 2014);;;;;Microsoft Project 2010 (Erkide 2014);;25023;FALSO;Empresa;30;FALSO;0;;;;;FALSO;;FALSO;0
1014;JAVA SE (Erkide 2014);;;;;JAVA SE (Erkide 2014);;ER505;FALSO;Empresa;40;FALSO;0;;;;;FALSO;;FALSO;0
1015;Adobe Photoshop CS 6 Básico (Erkide 2014);;;;;Adobe Photoshop CS 6 Básico (Erkide 2014);;ER28375;FALSO;Empresa;25;FALSO;0;;;;;FALSO;;FALSO;0
1016;Adobe Photoshop CS 6 Avanzado(Erkide 2014);;;;;Adobe Photoshop CS 6 Avanzado(Erkide 2014);;ER28389;FALSO;Empresa;35;FALSO;0;;;;;FALSO;;FALSO;0
1017;Microsoft SQL Server 2005 (Erkide 2014);;;;;Microsoft SQL Server 2005 (Erkide 2014);;ER523;FALSO;Empresa;45;FALSO;0;;;;;FALSO;;FALSO;0
1018;LINUX Básico (Erkide 2014);;;;;LINUX Básico (Erkide 2014);;ER328;FALSO;Empresa;30;FALSO;0;;;;;FALSO;;FALSO;0
1019;Linux Avanzado (Erkide 2014);;;;;Linux Avanzado (Erkide 2014);;ER331;FALSO;Empresa;10;FALSO;0;;;;;FALSO;;FALSO;0
1020;Diseño WEB avanzado con HTML5 y CSS3 (Erkide 2014);;;;;Diseño WEB avanzado con HTML5 y CSS3 (Erkide 2014);;ER24290;FALSO;Empresa;40;FALSO;0;;;;;FALSO;;FALSO;0
1021;Comercio electrónico aplicación práctica (Erkide 2014);;;;;Comercio electrónico aplicación práctica (Erkide 2014);;ERKI07;FALSO;Empresa;60;FALSO;0;;;;;FALSO;;FALSO;0
1022;Seguridad en el comercio electrónico (Erkide 2014);;;;;Seguridad en el comercio electrónico (Erkide 2014);;ERK118;FALSO;Empresa;15;FALSO;0;;;;;FALSO;;FALSO;0
1023;Experto en publicidad y posicionamiento en Internet (Erkide 2014);;;;;Experto en publicidad y posicionamiento en Internet (Erkide 2014);;EREI02;FALSO;Empresa;45;FALSO;0;;;;;FALSO;;FALSO;0
1024;Community Manager (Erkide 2014);;;;;Community Manager (Erkide 2014);;ERK027;FALSO;Empresa;30;FALSO;0;;;;;FALSO;;FALSO;0
1025;Internet cómo canal de comercialización y de relación con los clientes (Erkide 2014);;;;;Internet cómo canal de comercialización y de relación con los clientes (Erkide 2014);;ERK053;FALSO;Empresa;15;FALSO;0;;;;;FALSO;;FALSO;0
1026;Seguridad y protección de redes informáticas (Erkide 2014);;;;;Seguridad y protección de redes informáticas (Erkide 2014);;ERK105;FALSO;Empresa;5;FALSO;0;;;;;FALSO;;FALSO;0
1027;Estrategias efectivas de E-Mail Marketing (Erkide 2014);;;;;Estrategias efectivas de E-Mail Marketing (Erkide 2014);;ERK110;FALSO;Empresa;15;FALSO;0;;;;;FALSO;;FALSO;0
1028;Publicidad en Internet (Erkide 2014);;;;;Publicidad en Internet (Erkide 2014);;ERK114;FALSO;Empresa;15;FALSO;0;;;;;FALSO;;FALSO;0
1029;Presentaciones Eficaces con PREZI (Erkide 2014);;;;;Presentaciones Eficaces con PREZI (Erkide 2014);;ERCI18P;FALSO;Empresa;12;FALSO;0;;;;;FALSO;;FALSO;0
1030;Planificación y gestión de proyectos PROJECT 2010 (Erkide 2014);;;;;Planificación y gestión de proyectos PROJECT 2010 (Erkide 2014);;ERIU-706;FALSO;Empresa;15;FALSO;0;;;;;FALSO;;FALSO;0
1031;Publicidad en Internet soluciones Google (Erkide 2014);;;;;Publicidad en Internet soluciones Google (Erkide 2014);;ERKIU612;FALSO;Empresa;10;FALSO;0;;;;;FALSO;;FALSO;0
1032;Marketing con Redes Sociales (Erkide 2014);;;;;Marketing con Redes Sociales (Erkide 2014);;ERIU-609;FALSO;Empresa;20;FALSO;0;;;;;FALSO;;FALSO;38
1033;Gestión de Bases de Datos para no expertos (Erkide 2014);;;;;Gestión de Bases de Datos para no expertos (Erkide 2014);;ERIU-512;FALSO;Empresa;20;FALSO;0;;;;;FALSO;;FALSO;0
1034;Microsoft Excel 2010 Nivel Medio (Erkide 2014);;;;;Microsoft Excel 2010 Nivel Medio (Erkide 2014);;ERIU-311;FALSO;Empresa;20;FALSO;0;;;;;FALSO;;FALSO;0
1035;Google Drive. Documentos en la nube (Erkide 2014);;;;;Google Drive. Documentos en la nube (Erkide 2014);;ERCI19_P;FALSO;Empresa;20;FALSO;0;;;;;FALSO;;FALSO;0
1036;Contaplus 2012 (Erkide 2014);;;;;Contaplus 2012 (Erkide 2014);;ERCI34;FALSO;Empresa;20;FALSO;0;;;;;FALSO;;FALSO;0
1037;NominaPlus 2012 (Erkide 2014);;;;;NominaPlus 2012 (Erkide 2014);;ERCI35;FALSO;Empresa;20;FALSO;0;;;;;FALSO;;FALSO;0
1038;PREZI - GEHILAN;08-abr-14;13-may-14;13:00;16:00;;;;FALSO;;15;VERDADERO;892;Pendiente;GEHILAN;;Yolanda;FALSO;;FALSO;0
1039;Project 2010;06-feb-14;20-feb-14;16:00;19:00;;;;FALSO;;12;VERDADERO;893;Ind. Galindo;Ind. Galindo;;Yolanda;FALSO;;FALSO;0
1040;Productividad con Outlook (Gr 3);19-feb-14;19-feb-14;08:00;11:00;;;;FALSO;;3;VERDADERO;894;Consorcio Aguas;Consorcio Aguas;;Yolanda;FALSO;;FALSO;0
1041;Productividad con Outlook (Gr 4);19-feb-14;19-feb-14;11:00;14:00;;;;FALSO;;3;VERDADERO;895;Consorcio Aguas;Consorcio Aguas;;Yolanda;FALSO;;FALSO;0
1042;Actualización Excel 2003 a 2010 (Gr. 1);21-feb-14;21-feb-14;08:00;11:00;;;;FALSO;;3;VERDADERO;896;Consorcio Aguas;Consorcio Aguas;;Yolanda;FALSO;;FALSO;0
1043;Actualización Excel 2003 a 2010 (Gr. 2);21-feb-14;21-feb-14;11:00;14:00;;;;FALSO;;3;VERDADERO;897;Consorcio Aguas;Consorcio Aguas;;Yolanda;FALSO;;FALSO;0
1044;Actualización Access 2003 a 2010 (Gr. 1);24-feb-14;24-feb-14;08:00;11:00;;;;FALSO;;3;VERDADERO;898;Consorcio Aguas;Consorcio Aguas;;Yolanda;FALSO;;FALSO;0
1045;Actualización Access 2003 a 2010 (Gr. 2);24-feb-14;24-feb-14;11:00;14:00;;;;FALSO;;3;VERDADERO;899;Consorcio Aguas;Consorcio Aguas;;Yolanda;FALSO;;FALSO;0
1046;Actualización Word 2003 a 2010 (Gr. 1);26-feb-14;26-feb-14;08:00;11:00;;;;FALSO;;3;VERDADERO;900;Consorcio Aguas;Consorcio Aguas;;Yolanda;FALSO;;FALSO;0
1047;Actualización Word 2003 a 2010 (Gr. 2);26-feb-14;26-feb-14;11:00;14:00;;;;FALSO;;3;VERDADERO;901;Consorcio Aguas;Consorcio Aguas;;Yolanda;FALSO;;FALSO;0
1048;Actualización PowerPoint 2003 a 2010 (Gr. 1);28-feb-14;28-feb-14;08:00;11:00;;;;FALSO;;3;VERDADERO;902;Consorcio Aguas;Consorcio Aguas;;Yolanda;FALSO;;FALSO;0
1049;Actualización PowerPoint 2003 a 2010 (Gr. 2);28-feb-14;28-feb-14;11:00;14:00;;;;FALSO;;3;VERDADERO;903;Consorcio Aguas;Consorcio Aguas;;Yolanda;FALSO;;FALSO;0
1050;romocionar mi comercio a través de Internet;25-feb-14;25-feb-14;08:00;18:00;;;;FALSO;;2;VERDADERO;904;GEHILAN;GEHILAN;;Yolanda;FALSO;;FALSO;0
1051;Integración de las Redes Sociales en la web;11-mar-14;11-mar-14;08:00;18:00;;;;FALSO;;2;VERDADERO;905;GEHILAN;GEHILAN;;Zuriñe;FALSO;;FALSO;0
1052;Vender mis productos a través de mi tienda online;25-mar-14;25-mar-14;08:00;18:00;;;;FALSO;;2;VERDADERO;906;GEHILAN;GEHILAN;;Zuriñe;FALSO;;FALSO;0
1053;Diseño de cartelería con Microsoft Publisher;01-abr-14;01-abr-14;08:00;18:00;;;;FALSO;;2;VERDADERO;907;GEHILAN;GEHILAN;;Zuriñe;FALSO;;FALSO;0
1054;El blog como herramienta de venta;08-abr-14;08-abr-14;08:00;18:00;;;;FALSO;;2;VERDADERO;908;GEHILAN;GEHILAN;;Zuriñe;FALSO;;FALSO;0
1055;Libro-registro de operaciones económicas;24-feb-14;24-feb-14;14:00;17:00;;;;FALSO;;3;VERDADERO;909;GEHILAN;GEHILAN;;José Luis;FALSO;;FALSO;0
1056;Excel 2003 - Iniciación;17-feb-14;27-feb-14;16:00;18:30;;;;FALSO;;20;VERDADERO;910;LAGUNDUZ;LAGUNDUZ;;César;FALSO;;FALSO;0
1057;Excel 2007 Avanzado;04-mar-14;14-mar-14;15:10;18:30;Excel 2007/2010 Avanzado;;IU310;FALSO;Particular;20;VERDADERO;911;Hobetuz;Hobetuz;Martes a Jueves - 100 % Subvencionado para trabajadores;César;FALSO;2;FALSO;25
1058;PHP JavaScript y NodeJS;28-feb-14;16-may-14;09:00;14:00;;;;FALSO;;50;VERDADERO;912;EITB;EITB;;Zuriñe;FALSO;;FALSO;0
1059;Actualización Office 2003 a 2010;26-feb-14;12-mar-14;;;;sustituye a los cursos individuales programados inicialmente;;FALSO;;30;VERDADERO;913;Consorcio Aguas;Consorcio Aguas;;Yolanda;FALSO;;FALSO;0
1060;Redes Sociales Gr1;22-may-14;23-may-14;09:00;14:00;;;;FALSO;;12;VERDADERO;914;IPARTEK;AEK;;Pendiente;FALSO;;FALSO;0
1061;Redes Sociales Gr2;26-may-14;27-may-14;08:30;14:30;;;;FALSO;;12;VERDADERO;915;VITORIA;AEK;;Pendiente;FALSO;;FALSO;0
1062;Redes Sociales Gr3;29-may-14;30-may-14;08:30;14:30;;;;FALSO;;12;VERDADERO;916;DONOSTI;AEK;;Pendiente;FALSO;;FALSO;0
1063;Desarrollo de aplicaciones WEB en el entorno servidor;;;;;Desarrollo de aplicaciones WEB en el entorno servidor;;IFCD0210UF1844;FALSO;Empresa;90;FALSO;0;;;;;FALSO;;FALSO;0
1064;UF1844 - Desarrollo Aplic web en el entorno servid;31-mar-14;28-abr-14;08:30;13:30;UF1844 - Desarrollo Aplic web en el entorno servidor (JAVA/JEE);;IFCD0210UF1844;FALSO;Particular;90;VERDADERO;917;Ipartek;Hobetuz Modular;100% Subvencionado para trabajadores - 40% de plazas para Desempleados;Ander;FALSO;23;FALSO;28
1065;Microsoft Project 2013;;;;;Microsoft Project 2013;;CI45;VERDADERO;Empresa;20;FALSO;0;;;;;VERDADERO;;FALSO;47
1066;Actualización W in 8- Word 213 - Excel 13 - Gr1;24-mar-14;26-mar-14;09:00;13:00;;7 alumnos;;FALSO;;8;VERDADERO;918;Cafés la Fortaleza;Cafés la Fortaleza;;Yolanda;FALSO;;FALSO;0
1067;Actualización W in 8- Word 213 - Excel 13 - Gr2;25-mar-14;27-mar-14;09:00;13:00;;;;FALSO;;8;VERDADERO;919;Cafés la Fortaleza;Cafés la Fortaleza;;Yolanda;FALSO;;FALSO;0
1068;SharePoint Usuario Avanzado;;;;;SharePoint Usuario Avanzado;;CI46;FALSO;Empresa;16;FALSO;0;;;;;FALSO;;FALSO;28
1069;Tablet Android, herramienta de productividad;;;;;Tablet Android, herramienta de productividad;;CI47;VERDADERO;Empresa;10;FALSO;0;;;;;VERDADERO;;FALSO;34
1070;Productividad con Outlook Gr1;23-jun-14;27-jun-14;09:00;11:00;;10 personas;;FALSO;;10;VERDADERO;920;Angeles Custodios;Angeles Custodios;;Yolanda;FALSO;;FALSO;0
1071;Productividad con Outlook Gr2;23-jun-14;27-jun-14;09:00;11:00;;;;FALSO;;10;VERDADERO;921;Angeles Custodios;Angeles Custodios;;César;FALSO;;FALSO;0
1072;Productividad con Outlook Gr3;23-jun-14;27-jun-14;11:00;13:00;;;;FALSO;;10;VERDADERO;922;Angeles Custodios;Angeles Custodios;;Yolanda;FALSO;;FALSO;0
1073;Productividad con Outlook Gr4;23-jun-14;27-jun-14;11:00;13:00;;;;FALSO;;10;VERDADERO;923;Angeles Custodios;Angeles Custodios;;César;FALSO;;FALSO;0
1074;PREZI - Grupo 3;21-may-14;28-may-14;;;;;;FALSO;;8;VERDADERO;924;Angeles Custodios;Angeles Custodios;;Yolanda;FALSO;;FALSO;0
1075;28934 - Windows 8 (Fácil) - Online;01-abr-14;25-jun-14;;;;"14921754K-	Javier Pereg Lancina";;FALSO;;40;VERDADERO;925;Campus Virtual;Fundiciones Palacio;;;FALSO;;FALSO;0
1076;289-Microsoft Excel 2007 (Avanzado) - Online;01-abr-14;25-jun-14;;;;"14591927Z-	Javier Abrisqueta Elorriaga
22733224R-	Jose Ignacio Peña Eguiluz";;FALSO;;20;VERDADERO;926;Campus Virtual;Fundiciones Palacio;;;FALSO;;FALSO;0
1077;292 - Microsoft Excel 2007 (Experto) - Online;01-feb-14;25-jun-14;;;;"30676911V-	Amaia Sebastián Pazos";;FALSO;;25;VERDADERO;927;Campus Virtual;Fundiciones Palacio;;;FALSO;;FALSO;0
1078;Excel 2013 - Tablas Dinámicas;01-abr-14;01-abr-14;09:00;13:00;;"** 7 alumnos
** A la FT se le informa 6 horas de curso";;FALSO;;4;VERDADERO;928;Cafés la Fortaleza;Cafés la Fortaleza;;Yolanda;FALSO;;FALSO;0
1079;02/2013 POO -  Practicas POO;07-abr-14;15-may-14;08:30;13:30;;;;FALSO;;120;VERDADERO;929;INEM;INEM;;Ander;FALSO;;FALSO;0
1080;NominaPlus 2013;10-abr-14;15-abr-14;;;;;;FALSO;;6;VERDADERO;930;Lagun Artean;Lagun Artean;;Monika;FALSO;;FALSO;0
1081;Excel 2010;09-jun-14;20-jun-14;14:30;16:30;;;;FALSO;;20;VERDADERO;931;Angeles Custodios;Angeles Custodios;;César;FALSO;;FALSO;0
1082;Excel 2007. Tablas Dinámicas;26-may-14;30-may-14;09:00;13:00;;"ERP- Tablas Dinámicas. Consultar documentación
12 Alumnos";;FALSO;;12;VERDADERO;932;ULMA;ULMA;;César;FALSO;;FALSO;0
1083;Project 2007 - Gr.1;05-may-14;12-may-14;09:00;14:00;;6 personas;;FALSO;;10;VERDADERO;933;ULMA;ULMA;;Yolanda;FALSO;;FALSO;0
1084;Project 2007 - Gr.2;09-may-14;16-may-14;09:00;14:00;;5 personas;;FALSO;;10;VERDADERO;934;ULMA;ULMA;;Yolanda;FALSO;;FALSO;0
1085;Manejo de Tabletas y Aplicaciones Gr. 1;28-abr-14;28-abr-14;;;;;;FALSO;;7;VERDADERO;935;Denbolan;Denbolan;;Yolanda;FALSO;;FALSO;0
1086;Manejo de Tabletas y Aplicaciones Gr. 2;02-jun-14;02-jun-14;;;;;;FALSO;;7;VERDADERO;936;Denbolan;Denbolan;;Yolanda;FALSO;;FALSO;0
1087;Windows Server 2012;28-abr-14;12-may-14;15:00;18:00;;;;FALSO;;24;VERDADERO;937;Denbolan;Denbolan;;Oliver (Sistemas);FALSO;;FALSO;0
1088;PREZI;22-abr-14;25-abr-14;10:00;13:00;;Notificado Inicio a la FT (14/04/2014);;FALSO;;6;VERDADERO;938;Grupo Bentas;Grupo Bentas;;Yolanda;FALSO;;FALSO;0
1089;Share Point;05-may-14;28-may-14;16:30;18:30;;;;FALSO;;16;VERDADERO;939;Indumetal;Indumetal;;Dpto Micros;FALSO;;FALSO;0
1090;Windows Server 2012;02-jun-14;18-jun-14;16:30;18:30;;;;FALSO;;12;VERDADERO;940;Indumetal;Indumetal;;Oliver (Sistemas);FALSO;;FALSO;0
1091;Android. Desarrollo de Aplicaciones;19-may-14;09-jun-14;15:00;18:00;;;;FALSO;;40;VERDADERO;941;Denbolan;Denbolan;;Ander;FALSO;;FALSO;0
1092;24290-Diseño web avanzado con HTML5 y CSS3;16-jun-14;30-sep-14;;;;;;FALSO;;40;VERDADERO;942;Campus Virtual;Colegio Zabalburu;;;FALSO;;FALSO;0
1093;Android. Desarrollo de Aplic para Dispositivos Mov;16-jun-14;24-jul-14;08:30;13:30;Android. Desarrollo de Aplicaciones para Dispositivos Móviles;;CI52;FALSO;Particular;142;VERDADERO;943;INEM;INEM;100 % Subvencionado;Ander;FALSO;1;FALSO;28
1094;IFCD0210- Desarrollo de Aplic. Con Tecn WEB;11-sep-14;16-feb-15;08:30;13:30;IFCD0210- Desarrollo de Aplicaciones con Tecnologías WEB;;IFCD0210_FIC;FALSO;Particular;510;VERDADERO;944;INEM;INEM;Certificado Profesional Completo - 100 % Subvencionado;Ander;FALSO;1;FALSO;28
1095;Excel 2007/2010 Avanzado;12-may-14;29-may-14;15:10;18:30;Excel 2007/2010 Avanzado;;IU310;FALSO;Particular;20;VERDADERO;945;Hobetuz;Hobetuz;100 % Subvencionado - Días de formación: Lunes y Jueves;César;FALSO;2;FALSO;25
